timestamp [dd/mm/yyyy HH:MM],ki [0:vacant 1:occupied],o1_1 [0:vacant 1:occupied],o1_2 [0:vacant 1:occupied],o1_3 [0:vacant 1:occupied],o1_4 [0:vacant 1:occupied],o1_5 [0:vacant 1:occupied],o2 [0:vacant 1:occupied],o3 [0:vacant 1:occupied],o4 [0:vacant 1:occupied]
01/01/2013 00:00,0,0,0,0,0,0,0,0,0
01/01/2013 00:15,0,0,0,0,0,0,0,0,0
01/01/2013 00:30,0,0,0,0,0,0,0,0,0
01/01/2013 00:45,0,0,0,0,0,0,0,0,0
01/01/2013 01:00,0,0,0,0,0,0,0,0,0
01/01/2013 01:15,0,0,0,0,0,0,0,0,0
01/01/2013 01:30,0,0,0,0,0,0,0,0,0
01/01/2013 01:45,0,0,0,0,0,0,0,0,0
01/01/2013 02:00,0,0,0,0,0,0,0,0,0
01/01/2013 02:15,0,0,0,0,0,0,0,0,0
01/01/2013 02:30,0,0,0,0,0,0,0,0,0
01/01/2013 02:45,0,0,0,0,0,0,0,0,0
01/01/2013 03:00,0,0,0,0,0,0,0,0,0
01/01/2013 03:15,0,0,0,0,0,0,0,0,0
01/01/2013 03:30,0,0,0,0,0,0,0,0,0
01/01/2013 03:45,0,0,0,0,0,0,0,0,0
01/01/2013 04:00,0,0,0,0,0,0,0,0,0
01/01/2013 04:15,0,0,0,0,0,0,0,0,0
01/01/2013 04:30,0,0,0,0,0,0,0,0,0
01/01/2013 04:45,0,0,0,0,0,0,0,0,0
01/01/2013 05:00,0,0,0,0,0,0,0,0,0
01/01/2013 05:15,0,0,0,0,0,0,0,0,0
01/01/2013 05:30,0,0,0,0,0,0,0,0,0
01/01/2013 05:45,0,0,0,0,0,0,0,0,0
01/01/2013 06:00,0,0,0,0,0,0,0,0,0
01/01/2013 06:15,0,0,0,0,0,0,0,0,0
01/01/2013 06:30,0,0,0,0,0,0,0,0,0
01/01/2013 06:45,0,0,0,0,0,0,0,0,0
01/01/2013 07:00,0,0,0,0,0,0,0,0,0
01/01/2013 07:15,0,0,0,0,0,0,0,0,0
01/01/2013 07:30,0,0,0,0,0,0,0,0,0
01/01/2013 07:45,0,0,0,0,0,0,0,0,0
01/01/2013 08:00,0,0,0,0,0,0,0,0,0
01/01/2013 08:15,0,0,0,0,0,0,0,0,0
01/01/2013 08:30,0,0,0,0,0,0,0,0,0
01/01/2013 08:45,0,0,0,0,0,0,0,0,0
01/01/2013 09:00,0,0,0,0,0,0,0,0,0
01/01/2013 09:15,0,0,0,0,0,0,0,0,0
01/01/2013 09:30,0,0,0,0,0,0,0,0,0
01/01/2013 09:45,0,0,0,0,0,0,0,0,0
01/01/2013 10:00,0,0,0,0,0,0,0,0,0
01/01/2013 10:15,0,0,0,0,0,0,0,0,0
01/01/2013 10:30,0,0,0,0,0,0,0,0,0
01/01/2013 10:45,0,0,0,0,0,0,0,0,0
01/01/2013 11:00,0,0,0,0,0,0,0,0,0
01/01/2013 11:15,0,0,0,0,0,0,0,0,0
01/01/2013 11:30,0,0,0,0,0,0,0,0,0
01/01/2013 11:45,0,0,0,0,0,0,0,0,0
01/01/2013 12:00,0,0,0,0,0,0,0,0,0
01/01/2013 12:15,0,0,0,0,0,0,0,0,0
01/01/2013 12:30,0,0,0,0,0,0,0,0,0
01/01/2013 12:45,0,0,0,0,0,0,0,0,0
01/01/2013 13:00,0,0,0,0,0,0,0,0,0
01/01/2013 13:15,0,0,0,0,0,0,0,0,0
01/01/2013 13:30,0,0,0,0,0,0,0,0,0
01/01/2013 13:45,0,0,0,0,0,0,0,0,0
01/01/2013 14:00,0,0,0,0,0,0,0,0,0
01/01/2013 14:15,0,0,0,0,0,0,0,0,0
01/01/2013 14:30,0,0,0,0,0,0,0,0,0
01/01/2013 14:45,0,0,0,0,0,0,0,0,0
01/01/2013 15:00,0,0,0,0,0,0,0,0,0
01/01/2013 15:15,0,0,0,0,0,0,0,0,0
01/01/2013 15:30,0,0,0,0,0,0,0,0,0
01/01/2013 15:45,0,0,0,0,0,0,0,0,0
01/01/2013 16:00,0,0,0,0,0,0,0,0,0
01/01/2013 16:15,0,0,0,0,0,0,0,0,0
01/01/2013 16:30,0,0,0,0,0,0,0,0,0
01/01/2013 16:45,0,0,0,0,0,0,0,0,0
01/01/2013 17:00,0,0,0,0,0,0,0,0,0
01/01/2013 17:15,0,0,0,0,0,0,0,0,0
01/01/2013 17:30,0,0,0,0,0,0,0,0,0
01/01/2013 17:45,0,0,0,0,0,0,0,0,0
01/01/2013 18:00,0,0,0,0,0,0,0,0,0
01/01/2013 18:15,0,0,0,0,0,0,0,0,0
01/01/2013 18:30,0,0,0,0,0,0,0,0,0
01/01/2013 18:45,0,0,0,0,0,0,0,0,0
01/01/2013 19:00,0,0,0,0,0,0,0,0,0
01/01/2013 19:15,0,0,0,0,0,0,0,0,0
01/01/2013 19:30,0,0,0,0,0,0,0,0,0
01/01/2013 19:45,0,0,0,0,0,0,0,0,0
01/01/2013 20:00,0,0,0,0,0,0,0,0,0
01/01/2013 20:15,0,0,0,0,0,0,0,0,0
01/01/2013 20:30,0,0,0,0,0,0,0,0,0
01/01/2013 20:45,0,0,0,0,0,0,0,0,0
01/01/2013 21:00,0,0,0,0,0,0,0,0,0
01/01/2013 21:15,0,0,0,0,0,0,0,0,0
01/01/2013 21:30,0,0,0,0,0,0,0,0,0
01/01/2013 21:45,0,0,0,0,0,0,0,0,0
01/01/2013 22:00,0,0,0,0,0,0,0,0,0
01/01/2013 22:15,0,0,0,0,0,0,0,0,0
01/01/2013 22:30,0,0,0,0,0,0,0,0,0
01/01/2013 22:45,0,0,0,0,0,0,0,0,0
01/01/2013 23:00,0,0,0,0,0,0,0,0,0
01/01/2013 23:15,0,0,0,0,0,0,0,0,0
01/01/2013 23:30,0,0,0,0,0,0,0,0,0
01/01/2013 23:45,0,0,0,0,0,0,0,0,0
02/01/2013 00:00,0,0,0,0,0,0,0,0,0
02/01/2013 00:15,0,0,0,0,0,0,0,0,0
02/01/2013 00:30,0,0,0,0,0,0,0,0,0
02/01/2013 00:45,0,0,0,0,0,0,0,0,0
02/01/2013 01:00,0,0,0,0,0,0,0,0,0
02/01/2013 01:15,0,0,0,0,0,0,0,0,0
02/01/2013 01:30,0,0,0,0,0,0,0,0,0
02/01/2013 01:45,0,0,0,0,0,0,0,0,0
02/01/2013 02:00,0,0,0,0,0,0,0,0,0
02/01/2013 02:15,0,0,0,0,0,0,0,0,0
02/01/2013 02:30,0,0,0,0,0,0,0,0,0
02/01/2013 02:45,0,0,0,0,0,0,0,0,0
02/01/2013 03:00,0,0,0,0,0,0,0,0,0
02/01/2013 03:15,0,0,0,0,0,0,0,0,0
02/01/2013 03:30,0,0,0,0,0,0,0,0,0
02/01/2013 03:45,0,0,0,0,0,0,0,0,0
02/01/2013 04:00,0,0,0,0,0,0,0,0,0
02/01/2013 04:15,0,0,0,0,0,0,0,0,0
02/01/2013 04:30,0,0,0,0,0,0,0,0,0
02/01/2013 04:45,0,0,0,0,0,0,0,0,0
02/01/2013 05:00,0,0,0,0,0,0,0,0,0
02/01/2013 05:15,0,0,0,0,0,0,0,0,0
02/01/2013 05:30,0,0,0,0,0,0,0,0,0
02/01/2013 05:45,0.08,0,0.07,0,0,0,0,0,0.07
02/01/2013 06:00,0,0,0,0,0,0,0,0,0
02/01/2013 06:15,0,0,0,0,0,0,0,0,0
02/01/2013 06:30,0,0,0,0,0,0,0,0,0
02/01/2013 06:45,0,0,0,0,0,0,0,0,0
02/01/2013 07:00,0,0,0,0,0,0,0,0,0
02/01/2013 07:15,0,0,0,0,0,0,0,0,0
02/01/2013 07:30,0,0,0,0,0,0,0,0,0
02/01/2013 07:45,0,0,0,0,0,0,0,0,0
02/01/2013 08:00,0,0,0,0,0,0,0,0,0
02/01/2013 08:15,0,0,0,0,0,0,0,0,0
02/01/2013 08:30,0,0,0,0,0,0,0,0,0
02/01/2013 08:45,0,0,0,0,0,0,0,0,0
02/01/2013 09:00,0.04,0.12,0.01,0,0,0,0,0,0
02/01/2013 09:15,0.09,0.41,0.12,0,0,0,0,0,0
02/01/2013 09:30,0,0.18,0.03,0,0,0,0,0,0
02/01/2013 09:45,0,0.07,0,0,0,0,0,0,0
02/01/2013 10:00,0.39,0.51,0.12,0,0,0,0,0,0
02/01/2013 10:15,0,0.67,0.02,0,0,0,0,0,0
02/01/2013 10:30,0,0.4,0.04,0,0,0,0,0,0
02/01/2013 10:45,0.17,0.86,0.4,0,0,0,0,0,0
02/01/2013 11:00,0,0.45,0.38,0,0,0,0,0,0.05
02/01/2013 11:15,0,0.78,0.73,0.1,0.16,0.13,0.13,0,0.17
02/01/2013 11:30,0.2,0.63,0.35,0,0,0,0,0,0
02/01/2013 11:45,0.07,0.33,0,0,0,0,0,0,0
02/01/2013 12:00,0,0,0,0,0,0,0,0,0
02/01/2013 12:15,0,0,0,0,0,0,0,0,0
02/01/2013 12:30,0.09,0.17,0,0,0,0,0,0,0
02/01/2013 12:45,0.21,0.4,0.08,0,0,0,0,0,0
02/01/2013 13:00,0,0.45,0.12,0,0,0,0,0,0
02/01/2013 13:15,0,0.41,0,0,0,0,0,0,0
02/01/2013 13:30,0.45,0.31,0.06,0,0,0,0,0,0
02/01/2013 13:45,0,0.73,0,0,0,0,0,0,0.15
02/01/2013 14:00,0,0.46,0.06,0,0,0,0,0,0
02/01/2013 14:15,0,0.37,0,0,0,0,0,0,0
02/01/2013 14:30,0.08,0.8,0.12,0,0,0,0,0,0
02/01/2013 14:45,0,1,0.27,0,0,0,0,0,0
02/01/2013 15:00,0,0.9,0.12,0,0,0,0,0,0
02/01/2013 15:15,0.08,1,0.69,0,0,0,0,0,0
02/01/2013 15:30,0.08,0.46,0.32,0,0,0,0,0,0
02/01/2013 15:45,0.18,0.65,0.45,0,0,0,0,0,0
02/01/2013 16:00,0,0,0,0,0,0,0,0,0
02/01/2013 16:15,0,0,0,0,0,0,0,0,0
02/01/2013 16:30,0,0,0,0,0,0,0,0,0
02/01/2013 16:45,0,0,0,0,0,0,0,0,0
02/01/2013 17:00,0,0,0,0,0,0,0,0,0
02/01/2013 17:15,0,0,0,0,0,0,0,0,0
02/01/2013 17:30,0,0,0,0,0,0,0,0,0
02/01/2013 17:45,0,0,0,0,0,0,0,0,0
02/01/2013 18:00,0,0,0,0,0,0,0,0,0
02/01/2013 18:15,0,0,0,0,0,0,0,0,0
02/01/2013 18:30,0,0,0,0,0,0,0,0,0
02/01/2013 18:45,0,0,0,0,0,0,0,0,0
02/01/2013 19:00,0,0,0,0,0,0,0,0,0
02/01/2013 19:15,0,0,0,0,0,0,0,0,0
02/01/2013 19:30,0,0,0,0,0,0,0,0,0
02/01/2013 19:45,0,0,0,0,0,0,0,0,0
02/01/2013 20:00,0,0,0,0,0,0,0,0,0
02/01/2013 20:15,0.07,0,0,0,0,0,0,0,0
02/01/2013 20:30,0,0,0,0,0,0,0,0,0
02/01/2013 20:45,0,0,0,0,0,0,0,0,0
02/01/2013 21:00,0,0,0,0,0,0,0,0,0
02/01/2013 21:15,0,0,0,0,0,0,0,0,0
02/01/2013 21:30,0,0,0,0,0,0,0,0,0
02/01/2013 21:45,0,0,0,0,0,0,0,0,0
02/01/2013 22:00,0,0,0,0,0,0,0,0,0
02/01/2013 22:15,0,0,0,0,0,0,0,0,0
02/01/2013 22:30,0,0,0,0,0,0,0,0,0
02/01/2013 22:45,0,0,0,0,0,0,0,0,0
02/01/2013 23:00,0,0,0,0,0,0,0,0,0
02/01/2013 23:15,0,0,0,0,0,0,0,0,0
02/01/2013 23:30,0,0,0,0,0,0,0,0,0
02/01/2013 23:45,0,0,0,0,0,0,0,0,0
03/01/2013 00:00,0,0,0,0,0,0,0,0,0
03/01/2013 00:15,0,0,0,0,0,0,0,0,0
03/01/2013 00:30,0,0,0,0,0,0,0,0,0
03/01/2013 00:45,0,0,0,0,0,0,0,0,0
03/01/2013 01:00,0,0,0,0,0,0,0,0,0
03/01/2013 01:15,0.01,0,0,0,0,0,0,0,0
03/01/2013 01:30,0.06,0,0,0,0,0,0,0,0
03/01/2013 01:45,0,0,0,0,0,0,0,0,0
03/01/2013 02:00,0,0,0,0,0,0,0,0,0
03/01/2013 02:15,0,0,0,0,0,0,0,0,0
03/01/2013 02:30,0,0,0,0,0,0,0,0,0
03/01/2013 02:45,0.05,0,0,0,0,0,0,0,0
03/01/2013 03:00,0,0,0,0,0,0,0,0,0
03/01/2013 03:15,0,0,0,0,0.07,0,0,0,0
03/01/2013 03:30,0,0,0,0,0,0,0,0,0
03/01/2013 03:45,0,0,0,0,0,0,0,0,0
03/01/2013 04:00,0,0,0,0,0,0,0,0,0
03/01/2013 04:15,0,0,0,0,0,0,0,0,0
03/01/2013 04:30,0,0,0,0,0,0,0,0,0
03/01/2013 04:45,0,0,0,0,0,0,0,0,0
03/01/2013 05:00,0,0,0,0,0,0,0,0,0
03/01/2013 05:15,0,0,0,0,0,0,0,0,0
03/01/2013 05:30,0,0,0,0,0,0,0,0,0
03/01/2013 05:45,0,0,0,0,0,0,0,0,0
03/01/2013 06:00,0,0,0,0,0,0,0,0,0
03/01/2013 06:15,0.13,0.11,0.12,0.1,0.1,0.08,0.08,0.07,0.06
03/01/2013 06:30,0,0,0,0,0,0,0,0,0
03/01/2013 06:45,0,0,0,0,0,0,0,0,0
03/01/2013 07:00,0,0,0,0,0,0,0,0,0
03/01/2013 07:15,0,0,0,0,0,0,0,0,0
03/01/2013 07:30,0,0,0,0,0,0,0,0,0
03/01/2013 07:45,0.08,0,0,0,0,0,0,0,0
03/01/2013 08:00,0,0,0,0,0,0,0,0,0
03/01/2013 08:15,0,0,0,0,0,0,0,0,0
03/01/2013 08:30,0,0,0,0,0,0,0,0,0
03/01/2013 08:45,0,0,0,0,0,0,0,0,0
03/01/2013 09:00,0,0,0,0,0,0,0,0,0
03/01/2013 09:15,0.09,0.39,0.15,0,0,0,0,0,0
03/01/2013 09:30,0.16,0.74,0,0,0,0,0,0,0
03/01/2013 09:45,0,0.57,0,0,0,0,0,0,0
03/01/2013 10:00,0.01,0.2,0.08,0.07,0,0,0,0,0
03/01/2013 10:15,0.17,0.64,0.48,0,0,0,0,0,0
03/01/2013 10:30,0,0.7,0.36,0,0,0,0,0,0
03/01/2013 10:45,0,0.29,0,0,0,0,0,0,0
03/01/2013 11:00,0,0.15,0,0,0,0,0,0,0
03/01/2013 11:15,0,0.32,0,0,0,0,0,0,0
03/01/2013 11:30,0.16,0.39,0.13,0,0,0,0,0,0
03/01/2013 11:45,0.24,0.64,0,0,0,0,0,0,0
03/01/2013 12:00,0,0,0,0,0,0,0,0,0
03/01/2013 12:15,0,0,0,0,0,0,0,0,0
03/01/2013 12:30,0,0,0,0,0,0,0,0,0
03/01/2013 12:45,0,0,0,0,0,0,0,0,0
03/01/2013 13:00,0,0,0,0,0,0,0,0,0
03/01/2013 13:15,0,0,0,0,0,0,0,0,0
03/01/2013 13:30,0,0.08,0,0,0,0,0,0,0
03/01/2013 13:45,0,0,0,0,0,0,0,0,0
03/01/2013 14:00,0,0,0,0,0,0,0,0,0
03/01/2013 14:15,0,0,0,0,0,0,0,0,0
03/01/2013 14:30,0,0,0,0,0,0,0,0,0
03/01/2013 14:45,0,0,0,0,0,0,0,0,0
03/01/2013 15:00,0,0,0,0,0,0,0,0,0
03/01/2013 15:15,0,0,0,0,0,0,0,0,0
03/01/2013 15:30,0,0,0,0,0,0,0,0,0
03/01/2013 15:45,0,0,0,0,0,0,0,0,0
03/01/2013 16:00,0,0,0,0,0,0,0,0,0
03/01/2013 16:15,0,0,0,0,0,0,0,0,0
03/01/2013 16:30,0,0,0,0,0,0,0,0,0
03/01/2013 16:45,0,0,0,0,0,0,0,0,0
03/01/2013 17:00,0,0,0,0,0,0,0,0,0
03/01/2013 17:15,0,0,0,0,0,0,0,0,0
03/01/2013 17:30,0,0,0,0,0,0,0,0,0
03/01/2013 17:45,0,0,0,0,0,0,0,0,0
03/01/2013 18:00,0,0,0,0,0,0,0,0,0
03/01/2013 18:15,0,0,0,0,0,0,0,0,0
03/01/2013 18:30,0,0,0,0,0,0,0,0,0
03/01/2013 18:45,0,0,0,0,0,0,0,0,0
03/01/2013 19:00,0,0,0,0,0,0,0,0,0
03/01/2013 19:15,0,0,0,0,0,0,0,0,0
03/01/2013 19:30,0,0,0,0,0,0,0,0,0
03/01/2013 19:45,0,0,0,0,0,0,0,0,0
03/01/2013 20:00,0,0,0,0,0,0,0,0,0
03/01/2013 20:15,0,0,0,0,0,0,0,0,0
03/01/2013 20:30,0,0,0,0,0,0,0,0,0
03/01/2013 20:45,0,0,0,0,0,0,0,0,0
03/01/2013 21:00,0,0,0,0,0,0,0,0,0
03/01/2013 21:15,0,0,0,0,0,0,0,0,0
03/01/2013 21:30,0,0,0,0,0,0,0,0,0
03/01/2013 21:45,0,0,0,0,0,0,0,0,0
03/01/2013 22:00,0,0,0,0,0,0,0,0,0
03/01/2013 22:15,0,0,0,0,0,0,0,0,0
03/01/2013 22:30,0,0,0,0,0,0,0,0,0
03/01/2013 22:45,0,0,0,0,0,0,0,0,0
03/01/2013 23:00,0,0,0,0,0,0,0,0,0
03/01/2013 23:15,0,0,0,0,0,0,0,0,0
03/01/2013 23:30,0,0,0,0,0,0,0,0,0
03/01/2013 23:45,0,0,0,0,0,0,0,0,0
04/01/2013 00:00,0,0,0,0,0,0,0,0,0
04/01/2013 00:15,0,0,0,0,0,0,0,0,0
04/01/2013 00:30,0,0,0,0,0,0,0,0,0
04/01/2013 00:45,0,0,0,0,0,0,0,0,0
04/01/2013 01:00,0,0,0,0,0,0,0,0,0
04/01/2013 01:15,0,0,0,0,0,0,0,0,0
04/01/2013 01:30,0,0,0,0,0,0,0,0,0
04/01/2013 01:45,0,0,0,0,0,0,0,0,0
04/01/2013 02:00,0,0,0,0,0,0,0,0,0
04/01/2013 02:15,0,0,0,0,0,0,0,0,0
04/01/2013 02:30,0,0,0,0,0,0,0,0,0
04/01/2013 02:45,0,0,0,0,0,0,0,0,0
04/01/2013 03:00,0,0,0,0,0,0,0,0,0
04/01/2013 03:15,0,0,0,0,0,0,0,0,0
04/01/2013 03:30,0,0,0,0,0,0,0,0,0
04/01/2013 03:45,0,0,0,0,0,0,0,0,0
04/01/2013 04:00,0,0,0,0,0,0,0,0,0
04/01/2013 04:15,0,0,0,0,0,0,0,0,0
04/01/2013 04:30,0,0,0,0,0,0,0,0,0
04/01/2013 04:45,0,0,0,0,0,0,0,0,0
04/01/2013 05:00,0,0,0,0,0,0,0,0,0
04/01/2013 05:15,0,0,0,0,0,0,0,0,0
04/01/2013 05:30,0,0,0,0,0,0,0,0,0
04/01/2013 05:45,0,0,0,0,0,0,0,0,0
04/01/2013 06:00,0,0,0,0,0,0,0,0,0
04/01/2013 06:15,0,0,0,0.05,0.05,0.04,0.04,0.07,0.07
04/01/2013 06:30,0.08,0.09,0.1,0.02,0.03,0.03,0.03,0,0
04/01/2013 06:45,0,0,0,0,0,0,0,0,0
04/01/2013 07:00,0,0,0,0,0,0,0,0,0
04/01/2013 07:15,0,0,0,0,0,0,0,0,0
04/01/2013 07:30,0,0,0,0,0,0,0,0,0
04/01/2013 07:45,0,0,0,0,0,0,0,0,0
04/01/2013 08:00,0,0,0,0,0,0,0,0,0
04/01/2013 08:15,0,0,0,0,0.05,0.55,0.55,0,0
04/01/2013 08:30,0,0,0,0,0,0.94,0.94,0,0
04/01/2013 08:45,0,0,0,0,0,0.52,0.52,0,0
04/01/2013 09:00,0.09,0.47,0.16,0.07,0.06,0.72,0.72,0,0
04/01/2013 09:15,0,0.33,0,0,0,0.82,0.82,0,0
04/01/2013 09:30,0,0.68,0.07,0.05,0,0.49,0.49,0,0
04/01/2013 09:45,0,0.34,0,0,0,0.65,0.65,0,0
04/01/2013 10:00,0.16,0.47,0.06,0,0,0.94,0.94,0,0
04/01/2013 10:15,0.38,0.61,0.26,0,0.09,0.56,0.56,0,0
04/01/2013 10:30,0.24,0.71,0.39,0,0.14,0.46,0.46,0,0.09
04/01/2013 10:45,0.19,0.64,0.22,0,0.06,0.2,0.2,0,0
04/01/2013 11:00,0.08,0.53,0.14,0,0.06,0.6,0.6,0,0
04/01/2013 11:15,0,0,0,0,0,0.82,0.82,0,0
04/01/2013 11:30,0,0,0,0,0,0.51,0.51,0,0
04/01/2013 11:45,0,0,0,0,0,0.99,0.99,0,0
04/01/2013 12:00,0.84,0.16,0,0,0.06,0.19,0.19,0,0
04/01/2013 12:15,0.02,0.24,0,0,0,0,0,0,0
04/01/2013 12:30,0,0.18,0,0,0,0,0,0,0
04/01/2013 12:45,0,0.31,0.14,0.13,0.12,0,0,0,0
04/01/2013 13:00,0,0.14,0,0,0,0,0,0,0
04/01/2013 13:15,0,0.12,0,0,0,0,0,0,0
04/01/2013 13:30,0,0.32,0,0,0,0,0,0,0
04/01/2013 13:45,0.13,0.72,0.19,0.09,0.09,0,0,0,0
04/01/2013 14:00,0.06,0.59,0.29,0,0,0,0,0,0.08
04/01/2013 14:15,0,0.8,0,0,0,0,0,0,0
04/01/2013 14:30,0,0.58,0.08,0,0,0,0,0,0
04/01/2013 14:45,0.13,0.37,0.11,0,0,0,0,0,0
04/01/2013 15:00,0.2,0.32,0,0,0,0,0,0,0
04/01/2013 15:15,0,0,0,0,0,0,0,0,0
04/01/2013 15:30,0,0,0,0,0,0,0,0,0
04/01/2013 15:45,0,0,0,0,0,0,0,0,0
04/01/2013 16:00,0,0,0,0,0,0,0,0,0
04/01/2013 16:15,0,0,0,0,0,0,0,0,0
04/01/2013 16:30,0,0,0,0,0,0,0,0,0
04/01/2013 16:45,0,0,0,0,0,0,0,0,0
04/01/2013 17:00,0,0,0,0,0,0,0,0,0
04/01/2013 17:15,0,0,0,0,0,0,0,0,0
04/01/2013 17:30,0,0,0,0,0,0,0,0,0
04/01/2013 17:45,0,0,0,0,0,0,0,0,0
04/01/2013 18:00,0,0,0,0,0,0,0,0,0
04/01/2013 18:15,0,0,0,0,0,0,0,0,0
04/01/2013 18:30,0,0,0,0,0,0,0,0,0
04/01/2013 18:45,0,0,0,0,0,0,0,0,0
04/01/2013 19:00,0,0,0,0,0,0,0,0,0
04/01/2013 19:15,0,0,0,0,0,0,0,0,0
04/01/2013 19:30,0,0,0,0,0,0,0,0,0
04/01/2013 19:45,0,0,0,0,0,0,0,0,0
04/01/2013 20:00,0,0,0,0,0,0,0,0,0
04/01/2013 20:15,0,0,0,0,0,0,0,0,0
04/01/2013 20:30,0,0,0,0,0,0,0,0,0
04/01/2013 20:45,0,0,0,0,0,0,0,0,0
04/01/2013 21:00,0,0,0,0,0,0,0,0,0
04/01/2013 21:15,0,0,0,0,0,0,0,0,0
04/01/2013 21:30,0,0,0,0,0,0,0,0,0
04/01/2013 21:45,0,0,0,0,0,0,0,0,0
04/01/2013 22:00,0,0,0,0,0,0,0,0,0
04/01/2013 22:15,0,0,0,0,0,0,0,0,0
04/01/2013 22:30,0,0,0,0,0,0,0,0,0
04/01/2013 22:45,0,0,0,0,0,0,0,0,0
04/01/2013 23:00,0,0,0,0,0,0,0,0,0
04/01/2013 23:15,0,0,0,0,0,0,0,0,0
04/01/2013 23:30,0,0,0,0,0,0,0,0,0
04/01/2013 23:45,0,0,0,0,0,0,0,0,0
05/01/2013 00:00,0,0,0,0,0,0,0,0,0
05/01/2013 00:15,0,0,0,0,0,0,0,0,0
05/01/2013 00:30,0,0,0,0,0,0,0,0,0
05/01/2013 00:45,0,0,0,0,0,0,0,0,0
05/01/2013 01:00,0,0,0,0,0,0,0,0,0
05/01/2013 01:15,0,0,0,0,0,0,0,0,0
05/01/2013 01:30,0,0,0,0,0,0,0,0,0
05/01/2013 01:45,0,0,0,0,0,0,0,0,0
05/01/2013 02:00,0,0,0,0,0,0,0,0,0
05/01/2013 02:15,0,0,0,0,0,0,0,0,0
05/01/2013 02:30,0,0,0,0,0,0,0,0,0
05/01/2013 02:45,0,0,0,0,0,0,0,0,0
05/01/2013 03:00,0,0,0,0,0,0,0,0,0
05/01/2013 03:15,0,0,0,0,0,0,0,0,0
05/01/2013 03:30,0,0,0,0,0,0,0,0,0
05/01/2013 03:45,0,0,0,0,0,0,0,0,0
05/01/2013 04:00,0,0,0,0,0,0,0,0,0
05/01/2013 04:15,0,0,0,0,0,0,0,0,0
05/01/2013 04:30,0,0,0,0,0,0,0,0,0
05/01/2013 04:45,0,0,0,0,0,0,0,0,0
05/01/2013 05:00,0,0,0,0,0,0,0,0,0
05/01/2013 05:15,0,0,0,0,0,0,0,0,0
05/01/2013 05:30,0,0,0,0,0,0,0,0,0
05/01/2013 05:45,0,0,0,0,0,0,0,0,0
05/01/2013 06:00,0,0,0,0,0,0,0,0,0
05/01/2013 06:15,0,0,0,0,0,0,0,0,0
05/01/2013 06:30,0,0,0,0,0,0,0,0,0
05/01/2013 06:45,0,0,0,0,0,0,0,0,0
05/01/2013 07:00,0,0,0,0,0,0,0,0,0
05/01/2013 07:15,0,0,0,0,0,0,0,0,0
05/01/2013 07:30,0,0,0,0,0,0,0,0,0
05/01/2013 07:45,0,0,0,0,0,0,0,0,0
05/01/2013 08:00,0,0,0,0,0,0,0,0,0
05/01/2013 08:15,0,0,0,0,0,0,0,0,0
05/01/2013 08:30,0,0,0,0,0,0,0,0,0
05/01/2013 08:45,0,0,0,0,0,0,0,0,0
05/01/2013 09:00,0,0,0,0,0,0,0,0,0
05/01/2013 09:15,0,0,0,0,0,0,0,0,0
05/01/2013 09:30,0,0,0,0,0,0,0,0,0
05/01/2013 09:45,0,0,0,0,0,0,0,0,0
05/01/2013 10:00,0,0,0,0,0,0,0,0,0.04
05/01/2013 10:15,0,0,0,0,0,0,0,0,0.08
05/01/2013 10:30,0,0,0,0,0,0,0,0,0
05/01/2013 10:45,0,0,0,0,0,0,0,0,0
05/01/2013 11:00,0,0,0,0,0,0,0,0,0
05/01/2013 11:15,0,0,0,0,0,0,0,0,0
05/01/2013 11:30,0,0,0,0,0,0,0,0,0
05/01/2013 11:45,0,0,0,0,0,0,0,0,0
05/01/2013 12:00,0,0,0,0,0,0,0,0,0
05/01/2013 12:15,0,0,0,0,0,0,0,0,0
05/01/2013 12:30,0,0,0,0,0,0,0,0,0
05/01/2013 12:45,0,0,0,0,0,0,0,0,0
05/01/2013 13:00,0,0,0,0,0,0,0,0,0
05/01/2013 13:15,0,0,0,0,0,0,0,0,0
05/01/2013 13:30,0,0,0,0,0,0,0,0,0
05/01/2013 13:45,0,0,0,0,0,0,0,0,0
05/01/2013 14:00,0,0,0,0,0,0,0,0,0
05/01/2013 14:15,0,0,0,0,0,0,0,0,0
05/01/2013 14:30,0,0,0,0,0,0,0,0,0
05/01/2013 14:45,0,0,0,0,0,0,0,0,0
05/01/2013 15:00,0,0,0,0,0,0,0,0,0
05/01/2013 15:15,0,0,0,0,0,0,0,0,0
05/01/2013 15:30,0,0,0,0,0,0,0,0,0
05/01/2013 15:45,0,0,0,0,0,0,0,0,0
05/01/2013 16:00,0,0,0,0,0,0,0,0,0
05/01/2013 16:15,0,0,0,0,0,0,0,0,0
05/01/2013 16:30,0,0,0,0,0,0,0,0,0
05/01/2013 16:45,0,0,0,0,0,0,0,0,0
05/01/2013 17:00,0,0,0,0,0,0,0,0,0
05/01/2013 17:15,0,0,0,0,0,0,0,0,0
05/01/2013 17:30,0,0,0,0,0,0,0,0,0
05/01/2013 17:45,0,0,0,0,0,0,0,0,0
05/01/2013 18:00,0,0,0,0,0,0,0,0,0
05/01/2013 18:15,0,0,0,0,0,0,0,0,0
05/01/2013 18:30,0,0,0,0,0,0,0,0,0
05/01/2013 18:45,0,0,0,0,0,0,0,0,0
05/01/2013 19:00,0,0,0,0,0,0,0,0,0
